,event_num,complaint_num,shift,tencode,tencode_desc,tencode_suffix,tencode_suffix_desc,disposition_code,disposition_desc,block,st_name,unit_disp,sector,zone,RPA,lat,lng,map_loc,call_date,call_time
1053,PD202000361696,,,70,,A,ALARM,12,,6100.0,ALLEN CT,523C,H,523,9539.0,36.178000000000004,-86.584,POINT (-86.584 36.178),05/04/2020,09:17:27 PM
1054,PD202000361960,,,44,,P,PROGRESS,5,,,,511C,H,513,9019.0,,,,05/04/2020,11:03:12 PM
1055,PD202000175720,,,43,,P,PROGRESS,5,,4500.0,BATON ROUGE DR,534A,523,523,9537.0,36.211999999999996,-86.59700000000001,POINT (-86.597 36.212),03/03/2020,07:34:16 AM
1056,PD202000359720,,,87,,W,WARRANT ASSISTANCE ESCORT,11,,,,,W,117,6119.0,,,,05/04/2020,08:44:52 AM
1057,PD202000360727,,,96,,,,15,,2600.0,FRANKLIN PKE,823B,,,,,,,05/04/2020,03:00:37 PM
1058,PD202000361709,,,71,,A,ALARM,11,,,,221B,E,225N,1821.0,,,,05/04/2020,09:24:59 PM
1059,PD202000361036,,,96,,,,12,,,,55S62,MT,821P,6807.0,,,,05/04/2020,04:39:43 PM
1060,PD202000358754,,,96,,,,15,,1100.0,BROADWAY,421C,,,,,,,05/03/2020,11:05:32 PM
1061,PD202000357487,,,96,,,,12,,200.0,WHITE BRIDGE PKE,111B,,132Y,0.0,36.138000000000005,-86.85799999999999,POINT (-86.858 36.138),05/03/2020,04:21:09 PM
1062,PD202000356280,,,96,,,,12,,,,811C,MT,811K,6721.0,,,,05/03/2020,02:26:56 AM
1063,PD202000356572,,,43,,P,PROGRESS,4,,1200.0,ANTIOCH PKE,317C,,323Y,0.0,36.089,-86.694,POINT (-86.694 36.089),05/03/2020,05:55:03 AM
1064,PD202000175744,,,43,,P,PROGRESS,4,,,,833A,E,227,1927.0,,,,03/03/2020,07:46:49 AM
1065,PD202000175876,,,54,,P,PROGRESS,11,,,,624A,N,613,4455.0,,,,03/03/2020,08:53:43 AM
1066,PD202000359145,,,43,,P,PROGRESS,15,,,,425C,C,425N,,,,,05/04/2020,03:56:20 AM
1067,PD202000357540,,,87,,P,PROGRESS,4,,100.0,OLD HICKORY BLVD,121B,,137X,0.0,36.075,-86.921,POINT (-86.921 36.075),05/03/2020,04:38:54 PM
1068,PD202000358542,,,44,,P,PROGRESS,14,,,,511B,H,511N,8209.0,,,,05/03/2020,09:11:36 PM
1069,PD202000177171,,,43,,R,REPORT,11,,,,,S,335,8967.0,,,,03/03/2020,07:15:12 PM
1070,PD202000359241,,,96,,,,12,,,,215C,E,225K,1817.0,,,,05/04/2020,05:07:56 AM
1071,PD202000361974,,,87,,W,WARRANT ASSISTANCE ESCORT,4,,,,835C,MT,831,8607.0,,,,05/04/2020,11:10:12 PM
1072,PD202000177698,,,43,,P,PROGRESS,4,,,,413B,C,421,4091.0,,,,03/03/2020,10:09:50 PM
1073,PD202000357777,,,96,,,,12,,,,413B,C,413,4217.0,,,,05/03/2020,05:15:48 PM
1074,PD202000356390,,,96,,,,12,,,,315C,S,315N,8835.0,,,,05/03/2020,03:28:51 AM
1075,PD202000357779,,,87,,W,WARRANT ASSISTANCE ESCORT,14,,,,531B,H,517,9404.0,,,,05/03/2020,05:16:07 PM
1076,PD202000359086,,,96,,,,12,,,,121C,W,123N,4701.0,,,,05/04/2020,03:16:16 AM
1077,PD202000175055,,,70,,A,ALARM,4,,,,511A,H,523,,,,,03/03/2020,12:57:20 AM
1078,PD202000356024,,,96,,,,12,,,,811C,MT,811K,6711.0,,,,05/03/2020,12:06:47 AM
1079,PD202000359653,,,3,,,,4,,4800.0,FRANKLIN PKE,55S15,,118S,0.0,36.080999999999996,-86.773,POINT (-86.773 36.081),05/04/2020,08:19:57 AM
1080,PD202000360960,,,15,,P,PROGRESS,15,,,,5F63,H,511N,8201.0,,,,05/04/2020,04:17:51 PM
1081,PD202000361388,,,83,,P,PROGRESS,6,,,,311B,S,331,8757.0,,,,05/04/2020,06:46:56 PM
1082,PD202000357184,,,96,,,,15,,,,412A,S,311K,8119.0,,,,05/03/2020,01:32:05 PM
1083,PD202000361040,,,43,,P,PROGRESS,4,,,,423B,C,425K,4007.0,,,,05/04/2020,04:41:18 PM
1084,PD202000360549,,,87,,W,WARRANT ASSISTANCE ESCORT,11,,,,,S,311,8137.0,,,,05/04/2020,01:56:59 PM
1085,PD202000358718,,,83,,P,PROGRESS,10,,,,830C,MT,835K,8653.0,,,,05/03/2020,10:37:26 PM
1086,PD202000356350,,,83,,P,PROGRESS,11,,,,311C,H,517,9419.0,,,,05/03/2020,03:08:33 AM
1087,PD202000359599,,,88,,PW,,11,,0.0,BERKLEY DR,,711,711,1519.0,,,,05/04/2020,08:01:09 AM
1088,PD202000175275,,,87,,W,WARRANT ASSISTANCE ESCORT,4,,,,211C,E,213K,1205.0,,,,03/03/2020,02:26:26 AM
1089,PD202000361382,,,45,,P,PROGRESS,6,,,,835B,MT,835,8651.0,,,,05/04/2020,06:43:26 PM
1090,PD202000356798,,,96,,,,12,,,,212A,E,215P,1235.0,,,,05/03/2020,09:03:59 AM
1091,PD202000175696,20200151447.0,,50,,TV,,1,,,,835A,,,,,,,03/03/2020,07:24:18 AM
1092,PD202000177483,,,92,,P,PROGRESS,15,,2200.0,BRICK CHURCH PKE,621B,,233X,0.0,36.205999999999996,-86.77799999999999,POINT (-86.778 36.206),03/03/2020,09:02:05 PM
1093,PD202000360148,,,43,,R,REPORT,4,,,,313A,S,317,8845.0,,,,05/04/2020,11:27:55 AM
1094,PD202000177391,,,43,,P,PROGRESS,4,,,,226C,E,213,1207.0,,,,03/03/2020,08:33:35 PM
1095,PD202000357003,,,43,,P,PROGRESS,4,,,,313A,S,317,8415.0,,,,05/03/2020,11:39:49 AM
1096,PD202000361172,,,93,,,,5,,,,613B,N,615,5357.0,,,,05/04/2020,05:30:19 PM
1097,PD202000360137,,,43,,P,PROGRESS,4,,,,823A,MT,825H,8339.0,,,,05/04/2020,11:23:15 AM
1098,PD202000175900,,,43,,P,PROGRESS,4C,,,,125A,W,125K,4815.0,,,,03/03/2020,09:06:05 AM
1099,PD202000176921,,,44,,P,PROGRESS,11,,100.0,CURTIS HOLLOW RD,,335,325,8861.0,,,,03/03/2020,05:38:22 PM
1100,PD202000357803,,,87,,P,PROGRESS,5T,,,,4M72,MT,831K,8515.0,,,,05/03/2020,05:21:04 PM
1101,PD202000356702,,,88,,P,PROGRESS,11,,,,,S,333,8867.0,,,,05/03/2020,07:55:07 AM
1102,PD202000361625,20200317384.0,,52,,P,PROGRESS,11,,,,425B,,,,,,,05/04/2020,08:38:34 PM
1103,PD202000360426,,,93,,,,3T,,,,5192,H,515,92901.0,,,,05/04/2020,01:09:32 PM
1104,PD202000358308,,,87,,B,BANK/SECURITY ESCORT,4,,,,3521,MT,833N,8611.0,,,,05/03/2020,07:38:43 PM
1105,PD202000356118,,,62,,P,PROGRESS,4C,,3800.0,CANTARUTTI RD,623C,,627,3245.0,36.283,-86.87899999999999,POINT (-86.879 36.283),05/03/2020,12:56:15 AM
1106,PD202000176948,,,43,,P,PROGRESS,5,,,,611B,N,611K,4445.0,,,,03/03/2020,05:52:58 PM
1107,PD202000175512,,,43,,PM,,4,,,,4M72,C,425K,4043.0,,,,03/03/2020,05:57:48 AM
1108,PD202000362042,,,43,,P,PROGRESS,5,,2400.0,MURFREESBORO PKE,323C,335,325,8861.0,,,,05/04/2020,11:45:40 PM
1109,PD202000361253,,,96,,,,15,,,,411B,C,411N,4141.0,,,,05/04/2020,05:57:33 PM
1110,PD202000356358,20200313011.0,,43,,P,PROGRESS,1,,3100.0,IRONWOOD DR,517C,,333W,0.0,36.155,-86.652,POINT (-86.652 36.155),05/03/2020,03:12:53 AM
1111,PD202000359549,,,87,,T,TRAFFIC/DIRECTED TRAFFIC,4,,,,3E41,S,331,8759.0,,,,05/04/2020,07:42:29 AM
1112,PD202000356919,,,44,,R,REPORT,6,,,,610A,N,613K,4563.0,,,,05/03/2020,10:52:44 AM
1113,PD202000175594,,,87,,W,WARRANT ASSISTANCE ESCORT,11,,,,225A,E,227,1941.0,,,,03/03/2020,06:44:14 AM
1114,PD202000177743,,,96,,,,12,,,,554B,H,525K,9617.0,,,,03/03/2020,10:30:01 PM
1115,PD202000176228,,,96,,,,15,,300.0,MYATT DR,713A,,,,,,,03/03/2020,11:46:21 AM
1116,PD202000357656,,,87,,W,WARRANT ASSISTANCE ESCORT,6,,,,512B,H,517,,,,,05/03/2020,04:55:02 PM
1117,PD202000356095,,,96,,,,4,,,,815C,MT,815,5901.0,,,,05/03/2020,12:42:54 AM
1118,PD202000360494,,,93,,,,3,,,,5191,H,515,92901.0,,,,05/04/2020,01:35:16 PM
1119,PD202000358647,,,83,,P,PROGRESS,10,,,,830B,MT,835,8659.0,,,,05/03/2020,09:57:17 PM
1120,PD202000357574,,,87,,W,WARRANT ASSISTANCE ESCORT,5,,,,315B,S,313,8351.0,,,,05/03/2020,04:44:17 PM
1121,PD202000362025,,,96,,,,15,,,,825C,MT,825N,8305.0,,,,05/04/2020,11:36:04 PM
1122,PD202000357993,,,45,,P,PROGRESS,1T,,,,317B,S,317K,8415.0,,,,05/03/2020,06:15:13 PM
1123,PD202000177484,,,43,,P,PROGRESS,4,,,,224C,E,213,1207.0,,,,03/03/2020,09:02:13 PM
1124,PD202000176014,,,45,,P,PROGRESS,1,,,,115A,W,115,4617.0,,,,03/03/2020,10:02:12 AM
1125,PD202000175572,,,87,,W,WARRANT ASSISTANCE ESCORT,4,,,,212A,E,213K,1127.0,,,,03/03/2020,06:35:24 AM
1126,PD202000357465,,,70,,A,ALARM,13,,,,223B,E,227K,1937.0,,,,05/03/2020,04:10:49 PM
1127,PD202000360144,,,50,,R,REPORT,11,,200.0,TAMPA DR,316B,,313V,0.0,36.084,-86.711,POINT (-86.711 36.084),05/04/2020,11:25:51 AM
1128,PD202000176120,,,92,,P,PROGRESS,4,,5200.0,OLD HICKORY BLVD,535C,,521,9531.0,36.19,-86.615,POINT (-86.615 36.19),03/03/2020,10:51:57 AM
1129,PD202000175481,,,43,,P,PROGRESS,4,,3700.0,JAMES KAY LN,510A,,,,,,,03/03/2020,05:39:23 AM
1130,PD202000358901,,,87,,P,PROGRESS,11,,,,3954,MT,823,6505.0,,,,05/04/2020,12:46:28 AM
1131,PD202000357376,,,43,,P,PROGRESS,15,,5000.0,OLD HICKORY BLVD,521B,H,521,9507.0,36.195,-86.619,POINT (-86.619 36.195),05/03/2020,03:27:09 PM
1132,PD202000175998,,,53,,A,ALARM,13,,,,1M72,W,115K,4653.0,,,,03/03/2020,09:54:18 AM
1133,PD202000177211,,,43,,P,PROGRESS,4,,,,3782,C,413,4311.0,,,,03/03/2020,07:34:03 PM
1134,PD202000360646,,,87,,W,WARRANT ASSISTANCE ESCORT,11,,,,,W,117,6121.0,,,,05/04/2020,02:37:11 PM
1135,PD202000360557,,,93,,,,3T,,,,5123,E,217,1503.0,,,,05/04/2020,01:59:42 PM
1136,PD202000175347,,,43,,P,PROGRESS,11,,,,616C,W,123,4705.0,,,,03/03/2020,03:29:57 AM
1137,PD202000177746,,,93,,,,11,,,,324B,S,335K,8927.0,,,,03/03/2020,10:30:48 PM
1138,PD202000359240,,,15,,P,PROGRESS,15,,,,213C,E,217N,1425.0,,,,05/04/2020,05:06:17 AM
1139,PD202000358914,,,93,,,,3R,,,,5912,MT,825N,70042.0,,,,05/04/2020,12:57:58 AM
1140,PD202000176474,,,40,,P,PROGRESS,11,,,,,H,515K,9209.0,,,,03/03/2020,01:55:27 PM
1141,PD202000175664,,,87,,L,,6,,,,115A,W,115N,4617.0,,,,03/03/2020,07:11:54 AM
1142,PD202000175979,,,43,,P,PROGRESS,4C,,,,210A,E,215,1373.0,,,,03/03/2020,09:44:41 AM
1143,PD202000361063,,,87,,L,,5,,,,321B,MT,835,8651.0,,,,05/04/2020,04:51:34 PM
1144,PD202000357379,,,40,,PV,,6,,,,111B,W,115N,4665.0,,,,05/03/2020,03:28:17 PM
1145,PD202000175023,,,87,,W,WARRANT ASSISTANCE ESCORT,11,,,,,C,413K,1957.0,,,,03/03/2020,12:51:36 AM
1146,PD202000177789,,,93,,,,9T,,,OLD HICKORY BLVD,835B,,833,8619.0,36.187,-86.819,POINT (-86.819 36.187),03/03/2020,10:41:50 PM
1147,PD202000175069,,,45,,P,PROGRESS,11,,,,,MT,815,5819.0,,,,03/03/2020,01:00:21 AM
1148,PD202000175486,,,75,,RJ,,11,,,,120C,W,125,4811.0,,,,03/03/2020,05:42:11 AM
1149,PD202000176501,,,59,,P,PROGRESS,5,,,,317A,S,311K,8137.0,,,,03/03/2020,02:09:10 PM
1150,PD202000175879,,,43,,P,PROGRESS,4,,,,780A,M,715,1717.0,,,,03/03/2020,08:55:15 AM
1151,PD202000175043,,,45,,P,PROGRESS,10,,,,7F71,N,613N,44021.0,,,,03/03/2020,12:55:12 AM
1152,PD202000360874,,,43,,A,ALARM,6,,,,113B,TE,117,6103.0,,,,05/04/2020,03:46:26 PM
1153,PD202000176741,,,87,,W,WARRANT ASSISTANCE ESCORT,11,,,,,E,213K,1213.0,,,,03/03/2020,04:03:29 PM
1154,PD202000360894,,,87,,PJ,,11,,,,,W,125K,4813.0,,,,05/04/2020,03:51:41 PM
1155,PD202000361283,,,87,,P,PROGRESS,11,,,,,H,531N,89020.0,,,,05/04/2020,06:08:08 PM
1156,PD202000175199,,,43,,P,PROGRESS,4,,,,421C,C,411K,4203.0,,,,03/03/2020,02:00:19 AM
1157,PD202000358940,,,43,,P,PROGRESS,4,,,,222C,E,221N,1951.0,,,,05/04/2020,01:23:17 AM
1158,PD202000356321,,,3,,,,15,,,,5922,E,225,1821.0,,,,05/03/2020,02:49:50 AM
1159,PD202000356336,,,96,,,,12,,,,821C,MT,821K,8009.0,,,,05/03/2020,02:58:16 AM
1160,PD202000359996,,,43,,P,PROGRESS,11,,500.0,N DUPONT AV,,,,,,,,05/04/2020,10:35:55 AM
1161,PD202000359842,,,87,,P,PROGRESS,11,,,,,W,113,6009.0,,,,05/04/2020,09:37:37 AM
1162,PD202000361913,,,62,,P,PROGRESS,10,,,,413C,C,413,4231.0,,,,05/04/2020,10:40:41 PM
1163,PD202000357903,,,87,,W,WARRANT ASSISTANCE ESCORT,4,,,,813B,MT,831N,8609.0,,,,05/03/2020,05:50:33 PM
1164,PD202000357287,,,43,,P,PROGRESS,4,,,,333B,S,335,8901.0,,,,05/03/2020,02:43:46 PM
1165,PD202000358226,,,87,,W,WARRANT ASSISTANCE ESCORT,4,,,,5161,MT,825,7021.0,,,,05/03/2020,07:15:29 PM
1166,PD202000358171,,,87,,W,WARRANT ASSISTANCE ESCORT,4,,900.0,OLD LEBANON DIRT RD,535B,H,523,9513.0,36.194,-86.579,POINT (-86.579 36.194),05/03/2020,07:01:28 PM
1167,PD202000360238,,,87,,W,WARRANT ASSISTANCE ESCORT,11,,,,,W,113,6009.0,,,,05/04/2020,11:58:20 AM
1168,PD202000175112,,,87,,W,WARRANT ASSISTANCE ESCORT,4,,,,532C,H,515,9207.0,,,,03/03/2020,01:18:34 AM
1169,PD202000359565,,,87,,W,WARRANT ASSISTANCE ESCORT,4,,,,821A,MT,823N,6917.0,,,,05/04/2020,07:47:29 AM
1170,PD202000359427,,,87,,L,,4C,,,,320A,MT,831,,,,,05/04/2020,06:45:05 AM
1171,PD202000358924,,,40,,P,PROGRESS,5,,1600.0,MURFREESBORO PKE,323C,,323Z,0.0,36.104,-86.66799999999999,POINT (-86.668 36.104),05/04/2020,01:07:45 AM
1172,PD202000357248,,,43,,PV,,4,,,,333B,S,333,8867.0,,,,05/03/2020,02:15:15 PM
1173,PD202000361367,20200317304.0,,44,,R,REPORT,1C,,,,725B,,,,,,,05/04/2020,06:38:52 PM
1174,PD202000360005,,,45,,P,PROGRESS,4,,,,331A,S,333,88060.0,,,,05/04/2020,10:38:16 AM
1175,PD202000176003,,,43,,P,PROGRESS,4,,5900.0,S NEW HOPE RD,323C,H,523,9515.0,36.167,-86.585,POINT (-86.585 36.167),03/03/2020,09:56:00 AM
1176,PD202000356973,,,40,,PV,,4,,,,521A,H,525,9611.0,,,,05/03/2020,11:23:49 AM
1177,PD202000360699,,,83,,P,PROGRESS,5,,,,613B,N,615N,,,,,05/04/2020,02:53:08 PM
1178,PD202000359350,,,43,,P,PROGRESS,4,,,,225C,E,217,1445.0,,,,05/04/2020,06:06:00 AM
1179,PD202000360274,,,44,,P,PROGRESS,5,,800.0,MURFREESBORO PKE,313A,,321Y,0.0,36.132,-86.71799999999999,POINT (-86.718 36.132),05/04/2020,12:11:00 PM
1180,PD202000360226,,,15,,P,PROGRESS,12,,,,4B45,C,413,4231.0,,,,05/04/2020,11:54:24 AM
1181,PD202000360436,,,96,,,,12,,,,821A,MT,821K,6911.0,,,,05/04/2020,01:13:34 PM
1182,PD202000359837,,,87,,W,WARRANT ASSISTANCE ESCORT,11,,,,,S,323,8851.0,,,,05/04/2020,09:35:17 AM
1183,PD202000358001,,,87,,W,WARRANT ASSISTANCE ESCORT,4,,,,822B,MT,825N,7029.0,,,,05/03/2020,06:17:38 PM
1184,PD202000177030,,,44,,PJ,,9S,,,,325B,S,325K,8871.0,,,,03/03/2020,06:26:47 PM
1185,PD202000177439,,,43,,PM,,4,,,,336B,S,333N,8863.0,,,,03/03/2020,08:50:40 PM
1186,PD202000175020,,,71,,A,ALARM,13,,,,627C,N,621,,,,,03/03/2020,12:50:52 AM
1187,PD202000359169,,,96,,,,15,,200.0,SHELBY AV,413C,,,,,,,05/04/2020,04:12:46 AM
1188,PD202000359345,,,43,,P,PROGRESS,4,,,,215C,E,215,1331.0,,,,05/04/2020,06:04:59 AM
1189,PD202000360205,,,43,,P,PROGRESS,11,,400.0,ROCKWOOD DR,,523,523,9557.0,,,,05/04/2020,11:49:26 AM
1190,PD202000357275,,,44,,P,PROGRESS,5,,,,113B,W,115,5025.0,,,,05/03/2020,02:37:32 PM
1191,PD202000356472,,,96,,,,12,,,,125C,W,125,4713.0,,,,05/03/2020,04:32:27 AM
1192,PD202000360851,,,93,,,,3T,,,,5192,H,515,92901.0,,,,05/04/2020,03:38:25 PM
1193,PD202000177087,,,45,,P,PROGRESS,5,,,,613B,N,611,4439.0,,,,03/03/2020,06:45:54 PM
1194,PD202000361170,,,15,,P,PROGRESS,15,,0.0,VAUGHN RD,2932,,137Y,0.0,36.051,-86.90100000000001,POINT (-86.901 36.051),05/04/2020,05:30:06 PM
1195,PD202000356796,,,96,,,,12,,,,211A,E,225,1821.0,,,,05/03/2020,09:02:09 AM
1196,PD202000177126,,,43,,PM,,4,,,,302,C,411,4203.0,,,,03/03/2020,06:59:57 PM
1197,PD202000356986,,,93,,,,9,,,,412A,C,411,4203.0,,,,05/03/2020,11:29:59 AM
1198,PD202000360414,,,87,,W,WARRANT ASSISTANCE ESCORT,4,,,,521A,H,517,9413.0,,,,05/04/2020,01:04:11 PM
1199,PD202000358931,,,43,,P,PROGRESS,11,,,,532C,H,515N,9317.0,,,,05/04/2020,01:12:38 AM
1200,PD202000177007,,,92,,P,PROGRESS,6,,,,5814,E,213,1207.0,,,,03/03/2020,06:16:11 PM
1201,PD202000177878,,,43,,P,PROGRESS,4,,,,816B,MT,815N,5825.0,,,,03/03/2020,11:16:28 PM
1202,PD202000360080,,,96,,,,12,,300.0,OLD LEBANON DIRT RD,5F64,,,,,,,05/04/2020,11:03:35 AM
1203,PD202000358175,,,87,,T,TRAFFIC/DIRECTED TRAFFIC,5,,,,120C,W,125,4713.0,,,,05/03/2020,07:02:28 PM
1204,PD202000356475,,,96,,,,12,,5100.0,HARDING PKE,123C,,118U,0.0,36.103,-86.869,POINT (-86.869 36.103),05/03/2020,04:33:46 AM
1205,PD202000175795,,,43,,P,PROGRESS,4,,,,123A,W,121,4903.0,,,,03/03/2020,08:14:52 AM
1206,PD202000360022,,,96,,,,4,,2200.0,N GALLATIN PKE,7F65,725,727,1737.0,,,,05/04/2020,10:43:05 AM
1207,PD202000176648,,,43,,PM,,11,,,,822A,MT,811N,6703.0,,,,03/03/2020,03:22:48 PM
1208,PD202000356283,,,96,,,,12,,,,315C,S,315K,8803.0,,,,05/03/2020,02:27:41 AM
1209,PD202000177577,,,46,,P,PROGRESS,11,,,,211B,E,221,1961.0,,,,03/03/2020,09:25:19 PM
1210,PD202000175672,,,71,,A,ALARM,11,,,,,MT,811,,,,,03/03/2020,07:15:15 AM
1211,PD202000360651,,,43,,P,PROGRESS,5,,,,513B,H,513K,9009.0,,,,05/04/2020,02:37:55 PM
1212,PD202000361056,,,70,,A,ALARM,4,,2800.0,RADER RIDGE CT,323B,S,325,8861.0,36.07,-86.66,POINT (-86.66 36.07),05/04/2020,04:49:03 PM
1213,PD202000358714,,,87,,W,WARRANT ASSISTANCE ESCORT,4,,,,BHPD,MT,825,8303.0,,,,05/03/2020,10:34:16 PM
1214,PD202000358458,,,87,,T,TRAFFIC/DIRECTED TRAFFIC,4,,,,210A,MT,825,6405.0,,,,05/03/2020,08:31:47 PM
1215,PD202000177634,,,45,,P,PROGRESS,1T,,,,610B,N,611,4499.0,,,,03/03/2020,09:48:30 PM
1216,PD202000177349,20200152819.0,,40,,R,REPORT,1,,,,121B,W,121,4903.0,,,,03/03/2020,08:21:53 PM
1217,PD202000360924,,,43,,P,PROGRESS,15,,5000.0,OLD HICKORY BLVD,5F74,H,521,9507.0,36.195,-86.619,POINT (-86.619 36.195),05/04/2020,04:03:39 PM
1218,PD202000361611,,,92,,P,PROGRESS,15,,300.0,KATE ST,7F73,715,715,1701.0,,,,05/04/2020,08:33:45 PM
1219,PD202000359825,20200316031.0,,43,,R,REPORT,1,,,,113A,,,,,,,05/04/2020,09:29:16 AM
1220,PD202000360829,,,43,,P,PROGRESS,9,,1100.0,BROADWAY,423B,,,,,,,05/04/2020,03:29:48 PM
1221,PD202000359787,,,15,,P,PROGRESS,15,,,,2E11,E,211P,,,,,05/04/2020,09:13:06 AM
1222,PD202000361643,,,96,,,,15,,,,332B,S,335K,,,,,05/04/2020,08:45:57 PM
1223,PD202000357373,,,43,,P,PROGRESS,4,,,,611B,N,611N,4493.0,,,,05/03/2020,03:25:54 PM
1224,PD202000357623,,,96,,,,16,,,,101,N,617N,4307.0,,,,05/03/2020,04:51:12 PM
1225,PD202000177275,,,43,,P,PROGRESS,12,,,,111B,W,111,4607.0,,,,03/03/2020,07:58:18 PM
1226,PD202000357961,,,43,,PM,,6,,,,331B,S,321K,8705.0,,,,05/03/2020,06:05:02 PM
1227,PD202000356381,,,96,,,,15,,,,121C,W,121N,5015.0,,,,05/03/2020,03:26:33 AM
1228,PD202000175856,,,71,,A,ALARM,12,,,,223A,E,227N,1927.0,,,,03/03/2020,08:44:55 AM
1229,PD202000356737,,,71,,A,ALARM,11,,4600.0,LEBANON PKE,521A,525,525,9727.0,,,,05/03/2020,08:23:10 AM
1230,PD202000176607,,,43,,P,PROGRESS,6,,,,625A,N,611N,4419.0,,,,03/03/2020,02:58:38 PM
1231,PD202000358977,,,44,,P,PROGRESS,6,,,,223C,E,221N,1963.0,,,,05/04/2020,01:58:17 AM
1232,PD202000176579,,,43,,P,PROGRESS,4,,3700.0,JAMES KAY LN,,,,,,,,03/03/2020,02:44:50 PM
1233,PD202000357576,,,71,,A,ALARM,4,,,,BHPD,MT,825,,,,,05/03/2020,04:44:31 PM
1234,PD202000356406,,,15,,P,PROGRESS,15,,,,517A9,N,613,4473.0,,,,05/03/2020,03:36:54 AM
1235,PD202000176473,,,43,,P,PROGRESS,5,,,,615A,N,617,4341.0,,,,03/03/2020,01:55:04 PM
1236,PD202000357628,,,87,,W,WARRANT ASSISTANCE ESCORT,4,,,,121B,W,123,4711.0,,,,05/03/2020,04:52:14 PM
1237,PD202000177858,20200153234.0,,83,,P,PROGRESS,10,,,,320B,,,,,,,03/03/2020,11:05:36 PM
1238,PD202000360483,,,43,,P,PROGRESS,4,,,,825A,MT,823,6927.0,,,,05/04/2020,01:31:37 PM
1239,PD202000358863,,,83,,P,PROGRESS,6,,,,330C,S,335,8979.0,,,,05/04/2020,12:16:50 AM
1240,PD202000175227,,,88,,PW,,11,,,,615C,N,617,4303.0,,,,03/03/2020,02:08:18 AM
1241,PD202000176944,,,43,,P,PROGRESS,11,,,OLD HICKORY BLVD W,725B,M,723,1745.0,36.279,-86.76799999999999,POINT (-86.768 36.279),03/03/2020,05:51:24 PM
1242,PD202000175625,,,46,,P,PROGRESS,1T,,,,5192,H,517,,,,,03/03/2020,06:57:22 AM
1243,PD202000175608,,,3,,,,4,,,,5F74,C,411,4203.0,,,,03/03/2020,06:50:41 AM
1244,PD202000360763,,,40,,PV,,4,,,,2F75,E,211,1009.0,,,,05/04/2020,03:11:49 PM
1245,PD202000360795,,,49,,P,PROGRESS,3,,,,8M73,MT,813,5627.0,,,,05/04/2020,03:19:46 PM
1246,PD202000358567,,,43,,P,PROGRESS,4,,,,621B,N,617,43024.0,,,,05/03/2020,09:22:34 PM
1247,PD202000358884,,,93,,,,9T,,1100.0,BROADWAY,5921,,,,,,,05/04/2020,12:32:47 AM
1248,PD202000361062,,,45,,P,PROGRESS,1T,,13000.0,OLD HICKORY BLVD,3T72,,327X,0.0,36.016,-86.62,POINT (-86.62 36.016),05/04/2020,04:51:33 PM
1249,PD202000176893,,,40,,TS,TERRY STOP,9,,,,2E10,E,213,1127.0,,,,03/03/2020,05:21:15 PM
1250,PD202000359519,,,87,,W,WARRANT ASSISTANCE ESCORT,11,,,,,W,111K,4601.0,,,,05/04/2020,07:27:32 AM
1251,PD202000176249,,,92,,P,PROGRESS,4,,,OLD LEBANON DIRT RD,522B,,521,9511.0,36.178000000000004,-86.617,POINT (-86.617 36.178),03/03/2020,12:00:03 PM
1252,PD202000358050,,,87,,W,WARRANT ASSISTANCE ESCORT,4,,,ALDWYCH WAY,323B,,323,8897.0,36.077,-86.66799999999999,POINT (-86.668 36.077),05/03/2020,06:30:30 PM
1253,PD202000177357,,,43,,P,PROGRESS,12,,,,7F71,M,711,1519.0,,,,03/03/2020,08:23:57 PM
1254,PD202000357884,,,87,,P,PROGRESS,4,,,,113B,W,113N,5217.0,,,,05/03/2020,05:46:39 PM
1255,PD202000176873,,,88,,PW,,11,,200.0,SHEPHERD HILLS DR,727B,,,,,,,03/03/2020,05:12:04 PM
1256,PD202000357318,,,43,,P,PROGRESS,4,,,,517B,H,513N,9011.0,,,,05/03/2020,02:58:25 PM
1257,PD202000175889,,,87,,L,,4,,,MURFREESBORO PKE,,,325,8861.0,36.071999999999996,-86.63600000000001,POINT (-86.636 36.072),03/03/2020,08:59:23 AM
1258,PD202000356987,,,92,,P,PROGRESS,15,,4000.0,CLARKSVILLE PKE,623A,,231X,0.0,36.211,-86.839,POINT (-86.839 36.211),05/03/2020,11:30:18 AM
1259,PD202000175990,,,43,,P,PROGRESS,4,,,,,E,215,1373.0,,,,03/03/2020,09:49:15 AM
1260,PD202000360928,20200316827.0,,50,,R,REPORT,1,,,,335B,,,,,,,05/04/2020,04:06:38 PM
1261,PD202000175666,,,96,,,,12,,,,815C,MT,815N,5825.0,,,,03/03/2020,07:13:38 AM
1262,PD202000359382,,,87,,W,WARRANT ASSISTANCE ESCORT,4,,,,120C9,MT,833,,,,,05/04/2020,06:24:13 AM
1263,PD202000357043,20200313687.0,,43,,RT,,1,,,,TE10,,,,,,,05/03/2020,12:10:02 PM
1264,PD202000362015,,,93,,,,3M,,,,5152,S,313,8315.0,,,,05/04/2020,11:29:49 PM
1265,PD202000175984,,,88,,P,PROGRESS,11,,100.0,2ND AV N,,,,,,,,03/03/2020,09:46:43 AM
